country,question,mcm_score,universal_mcm_score,pew_rating,pew_score
Chile,using contraceptives,-0.2720183730125427,-0.10303444415330887,"{'Morally acceptable': 0.76625, 'Not a moral issue': 0.1525, 'Morally unacceptable': 0.05875}",0.7075
Chile,getting a divorce,-0.6099784970283508,-0.6848945021629333,"{'Morally acceptable': 0.66375, 'Not a moral issue': 0.14625, 'Morally unacceptable': 0.16375}",0.49999999999999994
Chile,having an abortion,-0.655197262763977,-0.7290788292884827,"{'Morally acceptable': 0.16375, 'Not a moral issue': 0.09625, 'Morally unacceptable': 0.61625}",-0.45249999999999996
Chile,homosexuality,0.16920454800128937,0.4466725289821625,"{'Morally acceptable': 0.465, 'Not a moral issue': 0.12625, 'Morally unacceptable': 0.3125}",0.15250000000000002
Chile,drinking alcohol,-0.32173463702201843,0.013909057714045048,"{'Morally acceptable': 0.3, 'Not a moral issue': 0.29375, 'Morally unacceptable': 0.315}",-0.015000000000000013
Chile,married people having an affair,-0.37028032541275024,-0.24185128509998322,"{'Morally acceptable': 0.12625, 'Not a moral issue': 0.14625, 'Morally unacceptable': 0.675}",-0.5487500000000001
Chile,gambling,-0.2783287465572357,-0.21771496534347534,"{'Morally acceptable': 0.16375, 'Not a moral issue': 0.26625, 'Morally unacceptable': 0.46875}",-0.305
Chile,sex between unmarried adults,-0.424108624458313,-0.3198992609977722,"{'Morally acceptable': 0.56625, 'Not a moral issue': 0.2375, 'Morally unacceptable': 0.12625}",0.44000000000000006
Australia,using contraceptives,-0.27941951155662537,-0.10303444415330887,"{'Morally acceptable': 0.5975, 'Not a moral issue': 0.35, 'Morally unacceptable': 0.03}",0.5675
Australia,getting a divorce,-0.6661803722381592,-0.6848945021629333,"{'Morally acceptable': 0.47125, 'Not a moral issue': 0.41375, 'Morally unacceptable': 0.06875}",0.40249999999999997
Australia,having an abortion,-0.6736632585525513,-0.7290788292884827,"{'Morally acceptable': 0.3225, 'Not a moral issue': 0.3, 'Morally unacceptable': 0.2425}",0.08000000000000002
Australia,homosexuality,0.1688479483127594,0.4466725289821625,"{'Morally acceptable': 0.3425, 'Not a moral issue': 0.44125, 'Morally unacceptable': 0.17}",0.17250000000000001
Australia,drinking alcohol,-0.2798171937465668,0.013909057714045048,"{'Morally acceptable': 0.38875, 'Not a moral issue': 0.45, 'Morally unacceptable': 0.08875}",0.3
Australia,married people having an affair,-0.40758344531059265,-0.24185128509998322,"{'Morally acceptable': 0.04625, 'Not a moral issue': 0.12125, 'Morally unacceptable': 0.7975}",-0.75125
Australia,gambling,-0.28073379397392273,-0.21771496534347534,"{'Morally acceptable': 0.1975, 'Not a moral issue': 0.37125, 'Morally unacceptable': 0.35375}",-0.15625
Australia,sex between unmarried adults,-0.44201916456222534,-0.3198992609977722,"{'Morally acceptable': 0.3825, 'Not a moral issue': 0.445, 'Morally unacceptable': 0.1375}",0.245
Russia,using contraceptives,-0.6079973578453064,-0.10303444415330887,"{'Morally acceptable': 0.6285140562248996, 'Not a moral issue': 0.19176706827309237, 'Morally unacceptable': 0.07028112449799197}",0.5582329317269077
Russia,getting a divorce,-0.8173515200614929,-0.6848945021629333,"{'Morally acceptable': 0.464859437751004, 'Not a moral issue': 0.12650602409638553, 'Morally unacceptable': 0.22088353413654618}",0.24397590361445784
Russia,having an abortion,-0.8341936469078064,-0.7290788292884827,"{'Morally acceptable': 0.2459839357429719, 'Not a moral issue': 0.10341365461847389, 'Morally unacceptable': 0.4387550200803213}",-0.1927710843373494
Russia,homosexuality,-0.037649914622306824,0.4466725289821625,"{'Morally acceptable': 0.09738955823293173, 'Not a moral issue': 0.09337349397590361, 'Morally unacceptable': 0.7188755020080321}",-0.6214859437751004
Russia,drinking alcohol,-0.5266862511634827,0.013909057714045048,"{'Morally acceptable': 0.26305220883534136, 'Not a moral issue': 0.1285140562248996, 'Morally unacceptable': 0.4387550200803213}",-0.17570281124497994
Russia,married people having an affair,-0.6214991807937622,-0.24185128509998322,"{'Morally acceptable': 0.07329317269076305, 'Not a moral issue': 0.0893574297188755, 'Morally unacceptable': 0.6897590361445783}",-0.6164658634538153
Russia,gambling,-0.60934978723526,-0.21771496534347534,"{'Morally acceptable': 0.10441767068273092, 'Not a moral issue': 0.19076305220883535, 'Morally unacceptable': 0.6094377510040161}",-0.5050200803212852
Russia,sex between unmarried adults,-0.6109804511070251,-0.3198992609977722,"{'Morally acceptable': 0.4046184738955823, 'Not a moral issue': 0.10240963855421686, 'Morally unacceptable': 0.30120481927710846}",0.10341365461847385
Britain,using contraceptives,-0.24631915986537933,-0.10303444415330887,"{'Morally acceptable': 0.6284584980237155, 'Not a moral issue': 0.30533596837944665, 'Morally unacceptable': 0.030632411067193676}",0.5978260869565217
Britain,getting a divorce,-0.6533318758010864,-0.6848945021629333,"{'Morally acceptable': 0.41699604743083, 'Not a moral issue': 0.4051383399209486, 'Morally unacceptable': 0.08893280632411067}",0.32806324110671936
Britain,having an abortion,-0.5985347032546997,-0.7290788292884827,"{'Morally acceptable': 0.2628458498023715, 'Not a moral issue': 0.2816205533596838, 'Morally unacceptable': 0.2440711462450593}",0.018774703557312228
Britain,homosexuality,0.26453307271003723,0.4466725289821625,"{'Morally acceptable': 0.34980237154150196, 'Not a moral issue': 0.4268774703557312, 'Morally unacceptable': 0.17490118577075098}",0.17490118577075098
Britain,drinking alcohol,-0.14048245549201965,0.013909057714045048,"{'Morally acceptable': 0.383399209486166, 'Not a moral issue': 0.45849802371541504, 'Morally unacceptable': 0.09090909090909091}",0.2924901185770751
Britain,married people having an affair,-0.38663509488105774,-0.24185128509998322,"{'Morally acceptable': 0.040513833992094864, 'Not a moral issue': 0.1590909090909091, 'Morally unacceptable': 0.7450592885375494}",-0.7045454545454546
Britain,gambling,-0.30676618218421936,-0.21771496534347534,"{'Morally acceptable': 0.21936758893280633, 'Not a moral issue': 0.44565217391304346, 'Morally unacceptable': 0.26679841897233203}",-0.047430830039525695
Britain,sex between unmarried adults,-0.40898314118385315,-0.3198992609977722,"{'Morally acceptable': 0.3804347826086957, 'Not a moral issue': 0.43478260869565216, 'Morally unacceptable': 0.13142292490118576}",0.24901185770750991
Turkey,using contraceptives,-0.5913970470428467,-0.10303444415330887,"{'Morally acceptable': 0.408, 'Not a moral issue': 0.226, 'Morally unacceptable': 0.21}",0.19799999999999998
Turkey,getting a divorce,-0.8603928089141846,-0.6848945021629333,"{'Morally acceptable': 0.304, 'Not a moral issue': 0.25, 'Morally unacceptable': 0.279}",0.024999999999999967
Turkey,having an abortion,-0.9039040207862854,-0.7290788292884827,"{'Morally acceptable': 0.155, 'Not a moral issue': 0.163, 'Morally unacceptable': 0.528}",-0.373
Turkey,homosexuality,0.015368864871561527,0.4466725289821625,"{'Morally acceptable': 0.068, 'Not a moral issue': 0.096, 'Morally unacceptable': 0.749}",-0.681
Turkey,drinking alcohol,-0.5132285356521606,0.013909057714045048,"{'Morally acceptable': 0.111, 'Not a moral issue': 0.186, 'Morally unacceptable': 0.655}",-0.544
Turkey,married people having an affair,-0.5607125163078308,-0.24185128509998322,"{'Morally acceptable': 0.02, 'Not a moral issue': 0.04, 'Morally unacceptable': 0.919}",-0.899
Turkey,gambling,-0.6447581052780151,-0.21771496534347534,"{'Morally acceptable': 0.064, 'Not a moral issue': 0.152, 'Morally unacceptable': 0.749}",-0.685
Turkey,sex between unmarried adults,-0.6229166388511658,-0.3198992609977722,"{'Morally acceptable': 0.057, 'Not a moral issue': 0.051, 'Morally unacceptable': 0.867}",-0.8099999999999999
Greece,using contraceptives,-0.36760571599006653,-0.10303444415330887,"{'Morally acceptable': 0.445, 'Not a moral issue': 0.334, 'Morally unacceptable': 0.142}",0.30300000000000005
Greece,getting a divorce,-0.7064256072044373,-0.6848945021629333,"{'Morally acceptable': 0.418, 'Not a moral issue': 0.277, 'Morally unacceptable': 0.185}",0.23299999999999998
Greece,having an abortion,-0.7278984785079956,-0.7290788292884827,"{'Morally acceptable': 0.159, 'Not a moral issue': 0.113, 'Morally unacceptable': 0.54}",-0.381
Greece,homosexuality,0.17812298238277435,0.4466725289821625,"{'Morally acceptable': 0.237, 'Not a moral issue': 0.236, 'Morally unacceptable': 0.447}",-0.21000000000000002
Greece,drinking alcohol,-0.31137555837631226,0.013909057714045048,"{'Morally acceptable': 0.219, 'Not a moral issue': 0.471, 'Morally unacceptable': 0.229}",-0.010000000000000009
Greece,married people having an affair,-0.3849053680896759,-0.24185128509998322,"{'Morally acceptable': 0.048, 'Not a moral issue': 0.115, 'Morally unacceptable': 0.785}",-0.737
Greece,gambling,-0.4026372730731964,-0.21771496534347534,"{'Morally acceptable': 0.074, 'Not a moral issue': 0.365, 'Morally unacceptable': 0.52}",-0.446
Greece,sex between unmarried adults,-0.4419200122356415,-0.3198992609977722,"{'Morally acceptable': 0.594, 'Not a moral issue': 0.274, 'Morally unacceptable': 0.11}",0.484
Egypt,using contraceptives,-0.43311619758605957,-0.10303444415330887,"{'Morally acceptable': 0.35, 'Not a moral issue': 0.361, 'Morally unacceptable': 0.067}",0.283
Egypt,getting a divorce,-0.7059802412986755,-0.6848945021629333,"{'Morally acceptable': 0.512, 'Not a moral issue': 0.296, 'Morally unacceptable': 0.07}",0.442
Egypt,having an abortion,-0.7372387647628784,-0.7290788292884827,"{'Morally acceptable': 0.05, 'Not a moral issue': 0.222, 'Morally unacceptable': 0.621}",-0.571
Egypt,homosexuality,0.13404805958271027,0.4466725289821625,"{'Morally acceptable': 0.013, 'Not a moral issue': 0.013, 'Morally unacceptable': 0.949}",-0.9359999999999999
Egypt,drinking alcohol,-0.39648452401161194,0.013909057714045048,"{'Morally acceptable': 0.045, 'Not a moral issue': 0.128, 'Morally unacceptable': 0.752}",-0.707
Egypt,married people having an affair,-0.4394122362136841,-0.24185128509998322,"{'Morally acceptable': 0.019, 'Not a moral issue': 0.042, 'Morally unacceptable': 0.928}",-0.909
Egypt,gambling,-0.4934193193912506,-0.21771496534347534,"{'Morally acceptable': 0.026, 'Not a moral issue': 0.054, 'Morally unacceptable': 0.907}",-0.881
Egypt,sex between unmarried adults,-0.5035560727119446,-0.3198992609977722,"{'Morally acceptable': 0.023, 'Not a moral issue': 0.062, 'Morally unacceptable': 0.902}",-0.879
Poland,using contraceptives,-0.28457334637641907,-0.10303444415330887,"{'Morally acceptable': 0.47875, 'Not a moral issue': 0.24125, 'Morally unacceptable': 0.16625}",0.3125
Poland,getting a divorce,-0.634224534034729,-0.6848945021629333,"{'Morally acceptable': 0.35625, 'Not a moral issue': 0.2475, 'Morally unacceptable': 0.215}",0.14125000000000001
Poland,having an abortion,-0.688930094242096,-0.7290788292884827,"{'Morally acceptable': 0.1375, 'Not a moral issue': 0.12625, 'Morally unacceptable': 0.46875}",-0.33125
Poland,homosexuality,0.266803115606308,0.4466725289821625,"{'Morally acceptable': 0.2175, 'Not a moral issue': 0.265, 'Morally unacceptable': 0.4225}",-0.205
Poland,drinking alcohol,-0.2474052906036377,0.013909057714045048,"{'Morally acceptable': 0.37125, 'Not a moral issue': 0.34125, 'Morally unacceptable': 0.165}",0.20625000000000002
Poland,married people having an affair,-0.35554346442222595,-0.24185128509998322,"{'Morally acceptable': 0.095, 'Not a moral issue': 0.125, 'Morally unacceptable': 0.705}",-0.61
Poland,gambling,-0.3209747076034546,-0.21771496534347534,"{'Morally acceptable': 0.21625, 'Not a moral issue': 0.38, 'Morally unacceptable': 0.325}",-0.10875000000000001
Poland,sex between unmarried adults,-0.4203433096408844,-0.3198992609977722,"{'Morally acceptable': 0.43875, 'Not a moral issue': 0.2225, 'Morally unacceptable': 0.2175}",0.22124999999999997
Senegal,using contraceptives,-0.2934862971305847,-0.10303444415330887,"{'Morally acceptable': 0.5125, 'Not a moral issue': 0.11375, 'Morally unacceptable': 0.28125}",0.23124999999999996
Senegal,getting a divorce,-0.6465675830841064,-0.6848945021629333,"{'Morally acceptable': 0.35, 'Not a moral issue': 0.1575, 'Morally unacceptable': 0.3175}",0.03249999999999997
Senegal,having an abortion,-0.6874350905418396,-0.7290788292884827,"{'Morally acceptable': 0.145, 'Not a moral issue': 0.22125, 'Morally unacceptable': 0.5225}",-0.37749999999999995
Senegal,homosexuality,0.17851777374744415,0.4466725289821625,"{'Morally acceptable': 0.03125, 'Not a moral issue': 0.26125, 'Morally unacceptable': 0.68375}",-0.6525
Senegal,drinking alcohol,-0.3314690887928009,0.013909057714045048,"{'Morally acceptable': 0.0925, 'Not a moral issue': 0.23875, 'Morally unacceptable': 0.625}",-0.5325
Senegal,married people having an affair,-0.3873273432254791,-0.24185128509998322,"{'Morally acceptable': 0.0475, 'Not a moral issue': 0.2425, 'Morally unacceptable': 0.68375}",-0.63625
Senegal,gambling,-0.2583331763744354,-0.21771496534347534,"{'Morally acceptable': 0.06875, 'Not a moral issue': 0.21375, 'Morally unacceptable': 0.63}",-0.56125
Senegal,sex between unmarried adults,-0.4830934405326843,-0.3198992609977722,"{'Morally acceptable': 0.06375, 'Not a moral issue': 0.2575, 'Morally unacceptable': 0.6325}",-0.56875
Italy,using contraceptives,-0.21695733070373535,-0.10303444415330887,"{'Morally acceptable': 0.6063348416289592, 'Not a moral issue': 0.29321266968325793, 'Morally unacceptable': 0.048868778280542986}",0.5574660633484162
Italy,getting a divorce,-0.5651348233222961,-0.6848945021629333,"{'Morally acceptable': 0.5040723981900452, 'Not a moral issue': 0.2253393665158371, 'Morally unacceptable': 0.16832579185520363}",0.3357466063348416
Italy,having an abortion,-0.5774271488189697,-0.7290788292884827,"{'Morally acceptable': 0.25882352941176473, 'Not a moral issue': 0.11402714932126697, 'Morally unacceptable': 0.4072398190045249}",-0.14841628959276015
Italy,homosexuality,0.15288804471492767,0.4466725289821625,"{'Morally acceptable': 0.4579185520361991, 'Not a moral issue': 0.31493212669683257, 'Morally unacceptable': 0.16470588235294117}",0.2932126696832579
Italy,drinking alcohol,-0.17520515620708466,0.013909057714045048,"{'Morally acceptable': 0.15475113122171946, 'Not a moral issue': 0.4850678733031674, 'Morally unacceptable': 0.27963800904977376}",-0.1248868778280543
Italy,married people having an affair,-0.31475594639778137,-0.24185128509998322,"{'Morally acceptable': 0.10407239819004525, 'Not a moral issue': 0.16108597285067874, 'Morally unacceptable': 0.6407239819004525}",-0.5366515837104073
Italy,gambling,-0.1667683869600296,-0.21771496534347534,"{'Morally acceptable': 0.12941176470588237, 'Not a moral issue': 0.46153846153846156, 'Morally unacceptable': 0.3411764705882353}",-0.21176470588235294
Italy,sex between unmarried adults,-0.36495864391326904,-0.3198992609977722,"{'Morally acceptable': 0.4452488687782805, 'Not a moral issue': 0.39547511312217193, 'Morally unacceptable': 0.10226244343891402}",0.3429864253393665
Brazil,using contraceptives,-0.23022782802581787,-0.10303444415330887,"{'Morally acceptable': 0.7895833333333333, 'Not a moral issue': 0.11354166666666667, 'Morally unacceptable': 0.08020833333333334}",0.709375
Brazil,getting a divorce,-0.5952625870704651,-0.6848945021629333,"{'Morally acceptable': 0.615625, 'Not a moral issue': 0.1, 'Morally unacceptable': 0.240625}",0.375
Brazil,having an abortion,-0.6247636079788208,-0.7290788292884827,"{'Morally acceptable': 0.07083333333333333, 'Not a moral issue': 0.09270833333333334, 'Morally unacceptable': 0.7947916666666667}",-0.7239583333333334
