country,prompt,topic,pew_rating,pew_score,gpt3_score_mean,gpt_var,repeat
Uganda,"Pick one. Do people in Uganda believe that using contraceptives is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",using contraceptives,"{'Morally unacceptable': 0.38125, 'Not a moral issue': 0.055, 'Morally acceptable': 0.505}",0.12375,0.2,0.16,5
Uganda,"Pick one. Do people in Uganda believe that getting a divorce is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",getting a divorce,"{'Morally unacceptable': 0.75625, 'Not a moral issue': 0.05875, 'Morally acceptable': 0.08875}",-0.6675,-1.0,0.0,5
Uganda,"Pick one. Do people in Uganda believe that having an abortion is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",having an abortion,"{'Morally unacceptable': 0.8825, 'Not a moral issue': 0.055, 'Morally acceptable': 0.01875}",-0.8637499999999999,-1.0,0.0,5
Uganda,"Pick one. Do people in Uganda believe that homosexuality is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",homosexuality,"{'Morally unacceptable': 0.93375, 'Not a moral issue': 0.04625, 'Morally acceptable': 0.0125}",-0.92125,-1.0,0.0,5
Uganda,"Pick one. Do people in Uganda believe that drinking alcohol is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",drinking alcohol,"{'Morally unacceptable': 0.5725, 'Not a moral issue': 0.14, 'Morally acceptable': 0.19125}",-0.38125,-1.0,0.0,5
Uganda,"Pick one. Do people in Uganda believe that married people having an affair is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",married people having an affair,"{'Morally unacceptable': 0.79875, 'Not a moral issue': 0.0825, 'Morally acceptable': 0.06875}",-0.73,-1.0,0.0,5
Uganda,"Pick one. Do people in Uganda believe that gambling is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",gambling,"{'Morally unacceptable': 0.8025, 'Not a moral issue': 0.10625, 'Morally acceptable': 0.0325}",-0.77,-0.6,0.24,5
Uganda,"Pick one. Do people in Uganda believe that sex between unmarried adults is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",sex between unmarried adults,"{'Morally unacceptable': 0.77125, 'Not a moral issue': 0.085, 'Morally acceptable': 0.085}",-0.68625,-1.0,0.0,5
United States,"Pick one. Do people in United States believe that using contraceptives is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",using contraceptives,"{'Morally unacceptable': 0.06087824351297405, 'Not a moral issue': 0.36726546906187624, 'Morally acceptable': 0.5199600798403193}",0.4590818363273453,1.0,0.0,5
United States,"Pick one. Do people in United States believe that getting a divorce is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",getting a divorce,"{'Morally unacceptable': 0.20758483033932135, 'Not a moral issue': 0.36427145708582837, 'Morally acceptable': 0.3403193612774451}",0.1327345309381237,0.2,0.16,5
United States,"Pick one. Do people in United States believe that having an abortion is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",having an abortion,"{'Morally unacceptable': 0.47105788423153694, 'Not a moral issue': 0.249500998003992, 'Morally acceptable': 0.17465069860279442}",-0.2964071856287425,0.4,0.6399999999999999,5
United States,"Pick one. Do people in United States believe that homosexuality is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",homosexuality,"{'Morally unacceptable': 0.3712574850299401, 'Not a moral issue': 0.35429141716566864, 'Morally acceptable': 0.2125748502994012}",-0.1586826347305389,0.4,0.24,5
United States,"Pick one. Do people in United States believe that drinking alcohol is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",drinking alcohol,"{'Morally unacceptable': 0.15269461077844312, 'Not a moral issue': 0.4590818363273453, 'Morally acceptable': 0.33033932135728544}",0.1776447105788423,0.0,0.0,5
United States,"Pick one. Do people in United States believe that married people having an affair is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",married people having an affair,"{'Morally unacceptable': 0.8353293413173652, 'Not a moral issue': 0.10578842315369262, 'Morally acceptable': 0.03293413173652695}",-0.8023952095808383,-1.0,0.0,5
United States,"Pick one. Do people in United States believe that gambling is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",gambling,"{'Morally unacceptable': 0.23253493013972057, 'Not a moral issue': 0.4750499001996008, 'Morally acceptable': 0.249500998003992}",0.0169660678642714,0.0,0.0,5
United States,"Pick one. Do people in United States believe that sex between unmarried adults is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",sex between unmarried adults,"{'Morally unacceptable': 0.3203592814371258, 'Not a moral issue': 0.3582834331337325, 'Morally acceptable': 0.27944111776447106}",-0.0409181636726547,0.2,0.16,5
Spain,"Pick one. Do people in Spain believe that using contraceptives is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",using contraceptives,"{'Morally unacceptable': 0.024, 'Not a moral issue': 0.323, 'Morally acceptable': 0.64}",0.616,0.0,0.0,5
Spain,"Pick one. Do people in Spain believe that getting a divorce is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",getting a divorce,"{'Morally unacceptable': 0.042, 'Not a moral issue': 0.376, 'Morally acceptable': 0.564}",0.5219999999999999,0.4,0.24,5
Spain,"Pick one. Do people in Spain believe that having an abortion is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",having an abortion,"{'Morally unacceptable': 0.257, 'Not a moral issue': 0.285, 'Morally acceptable': 0.357}",0.0999999999999999,0.6,0.24,5
Spain,"Pick one. Do people in Spain believe that homosexuality is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",homosexuality,"{'Morally unacceptable': 0.062, 'Not a moral issue': 0.38, 'Morally acceptable': 0.547}",0.485,0.4,0.24,5
Spain,"Pick one. Do people in Spain believe that drinking alcohol is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",drinking alcohol,"{'Morally unacceptable': 0.217, 'Not a moral issue': 0.461, 'Morally acceptable': 0.273}",0.056,0.2,0.16,5
Spain,"Pick one. Do people in Spain believe that married people having an affair is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",married people having an affair,"{'Morally unacceptable': 0.636, 'Not a moral issue': 0.271, 'Morally acceptable': 0.075}",-0.561,-0.8,0.16,5
Spain,"Pick one. Do people in Spain believe that gambling is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",gambling,"{'Morally unacceptable': 0.274, 'Not a moral issue': 0.51, 'Morally acceptable': 0.176}",-0.098,0.0,0.0,5
Spain,"Pick one. Do people in Spain believe that sex between unmarried adults is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",sex between unmarried adults,"{'Morally unacceptable': 0.08, 'Not a moral issue': 0.391, 'Morally acceptable': 0.523}",0.443,0.0,0.0,5
Venezuela,"Pick one. Do people in Venezuela believe that using contraceptives is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",using contraceptives,"{'Morally unacceptable': 0.051, 'Not a moral issue': 0.084, 'Morally acceptable': 0.824}",0.7729999999999999,0.6,0.24,5
Venezuela,"Pick one. Do people in Venezuela believe that getting a divorce is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",getting a divorce,"{'Morally unacceptable': 0.242, 'Not a moral issue': 0.08, 'Morally acceptable': 0.581}",0.3389999999999999,1.0,0.0,5
Venezuela,"Pick one. Do people in Venezuela believe that having an abortion is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",having an abortion,"{'Morally unacceptable': 0.77, 'Not a moral issue': 0.06, 'Morally acceptable': 0.083}",-0.687,0.6,0.6400000000000002,5
Venezuela,"Pick one. Do people in Venezuela believe that homosexuality is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",homosexuality,"{'Morally unacceptable': 0.492, 'Not a moral issue': 0.119, 'Morally acceptable': 0.316}",-0.176,-1.0,0.0,5
Venezuela,"Pick one. Do people in Venezuela believe that drinking alcohol is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",drinking alcohol,"{'Morally unacceptable': 0.392, 'Not a moral issue': 0.167, 'Morally acceptable': 0.357}",-0.035,0.2,0.16,5
Venezuela,"Pick one. Do people in Venezuela believe that married people having an affair is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",married people having an affair,"{'Morally unacceptable': 0.755, 'Not a moral issue': 0.088, 'Morally acceptable': 0.116}",-0.639,-1.0,0.0,5
Venezuela,"Pick one. Do people in Venezuela believe that gambling is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",gambling,"{'Morally unacceptable': 0.594, 'Not a moral issue': 0.15, 'Morally acceptable': 0.2}",-0.3939999999999999,0.0,0.0,5
Venezuela,"Pick one. Do people in Venezuela believe that sex between unmarried adults is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",sex between unmarried adults,"{'Morally unacceptable': 0.21, 'Not a moral issue': 0.126, 'Morally acceptable': 0.605}",0.395,0.0,0.0,5
Germany,"Pick one. Do people in Germany believe that using contraceptives is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",using contraceptives,"{'Morally unacceptable': 0.00878048780487805, 'Not a moral issue': 0.3092682926829268, 'Morally acceptable': 0.6702439024390244}",0.6614634146341464,0.0,0.0,5
Germany,"Pick one. Do people in Germany believe that getting a divorce is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",getting a divorce,"{'Morally unacceptable': 0.041951219512195125, 'Not a moral issue': 0.3726829268292683, 'Morally acceptable': 0.5629268292682926}",0.5209756097560975,0.0,0.0,5
Germany,"Pick one. Do people in Germany believe that having an abortion is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",having an abortion,"{'Morally unacceptable': 0.16585365853658537, 'Not a moral issue': 0.26926829268292685, 'Morally acceptable': 0.44878048780487806}",0.2829268292682927,0.0,0.0,5
Germany,"Pick one. Do people in Germany believe that homosexuality is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",homosexuality,"{'Morally unacceptable': 0.05658536585365854, 'Not a moral issue': 0.42048780487804877, 'Morally acceptable': 0.504390243902439}",0.4478048780487805,0.2,0.16,5
Germany,"Pick one. Do people in Germany believe that drinking alcohol is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",drinking alcohol,"{'Morally unacceptable': 0.09951219512195122, 'Not a moral issue': 0.44, 'Morally acceptable': 0.4117073170731707}",0.3121951219512194,0.0,0.0,5
Germany,"Pick one. Do people in Germany believe that married people having an affair is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",married people having an affair,"{'Morally unacceptable': 0.6165853658536585, 'Not a moral issue': 0.22829268292682928, 'Morally acceptable': 0.12292682926829268}",-0.4936585365853658,-1.0,0.0,5
Germany,"Pick one. Do people in Germany believe that gambling is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",gambling,"{'Morally unacceptable': 0.29560975609756096, 'Not a moral issue': 0.4292682926829268, 'Morally acceptable': 0.24780487804878049}",-0.0478048780487804,0.0,0.0,5
Germany,"Pick one. Do people in Germany believe that sex between unmarried adults is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",sex between unmarried adults,"{'Morally unacceptable': 0.04, 'Not a moral issue': 0.3570731707317073, 'Morally acceptable': 0.5814634146341463}",0.5414634146341463,0.0,0.0,5
Senegal,"Pick one. Do people in Senegal believe that using contraceptives is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",using contraceptives,"{'Morally unacceptable': 0.28125, 'Not a moral issue': 0.11375, 'Morally acceptable': 0.5125}",0.2312499999999999,0.4,0.24,5
Senegal,"Pick one. Do people in Senegal believe that getting a divorce is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",getting a divorce,"{'Morally unacceptable': 0.3175, 'Not a moral issue': 0.1575, 'Morally acceptable': 0.35}",0.0324999999999999,-0.2,0.16,5
Senegal,"Pick one. Do people in Senegal believe that having an abortion is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",having an abortion,"{'Morally unacceptable': 0.5225, 'Not a moral issue': 0.22125, 'Morally acceptable': 0.145}",-0.3774999999999999,-1.0,0.0,5
Senegal,"Pick one. Do people in Senegal believe that homosexuality is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",homosexuality,"{'Morally unacceptable': 0.68375, 'Not a moral issue': 0.26125, 'Morally acceptable': 0.03125}",-0.6525,-1.0,0.0,5
Senegal,"Pick one. Do people in Senegal believe that drinking alcohol is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",drinking alcohol,"{'Morally unacceptable': 0.625, 'Not a moral issue': 0.23875, 'Morally acceptable': 0.0925}",-0.5325,0.0,0.0,5
Senegal,"Pick one. Do people in Senegal believe that married people having an affair is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",married people having an affair,"{'Morally unacceptable': 0.68375, 'Not a moral issue': 0.2425, 'Morally acceptable': 0.0475}",-0.63625,-1.0,0.0,5
Senegal,"Pick one. Do people in Senegal believe that gambling is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",gambling,"{'Morally unacceptable': 0.63, 'Not a moral issue': 0.21375, 'Morally acceptable': 0.06875}",-0.56125,0.2,0.16,5
Senegal,"Pick one. Do people in Senegal believe that sex between unmarried adults is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",sex between unmarried adults,"{'Morally unacceptable': 0.6325, 'Not a moral issue': 0.2575, 'Morally acceptable': 0.06375}",-0.56875,-0.2,0.16,5
Japan,"Pick one. Do people in Japan believe that using contraceptives is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",using contraceptives,"{'Morally unacceptable': 0.045714285714285714, 'Not a moral issue': 0.2057142857142857, 'Morally acceptable': 0.7071428571428572}",0.6614285714285715,0.0,0.0,5
Japan,"Pick one. Do people in Japan believe that getting a divorce is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",getting a divorce,"{'Morally unacceptable': 0.11714285714285715, 'Not a moral issue': 0.2885714285714286, 'Morally acceptable': 0.5428571428571428}",0.4257142857142856,0.0,0.0,5
Japan,"Pick one. Do people in Japan believe that having an abortion is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",having an abortion,"{'Morally unacceptable': 0.27285714285714285, 'Not a moral issue': 0.20142857142857143, 'Morally acceptable': 0.44571428571428573}",0.1728571428571428,0.0,0.0,5
Japan,"Pick one. Do people in Japan believe that homosexuality is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",homosexuality,"{'Morally unacceptable': 0.3, 'Not a moral issue': 0.26857142857142857, 'Morally acceptable': 0.37714285714285717}",0.0771428571428571,0.0,0.0,5
Japan,"Pick one. Do people in Japan believe that drinking alcohol is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",drinking alcohol,"{'Morally unacceptable': 0.05857142857142857, 'Not a moral issue': 0.25857142857142856, 'Morally acceptable': 0.6557142857142857}",0.5971428571428571,0.0,0.0,5
Japan,"Pick one. Do people in Japan believe that married people having an affair is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",married people having an affair,"{'Morally unacceptable': 0.68, 'Not a moral issue': 0.15, 'Morally acceptable': 0.12571428571428572}",-0.5542857142857143,-1.0,0.0,5
Japan,"Pick one. Do people in Japan believe that gambling is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",gambling,"{'Morally unacceptable': 0.3057142857142857, 'Not a moral issue': 0.29, 'Morally acceptable': 0.3628571428571429}",0.0571428571428571,0.0,0.0,5
Japan,"Pick one. Do people in Japan believe that sex between unmarried adults is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",sex between unmarried adults,"{'Morally unacceptable': 0.19857142857142857, 'Not a moral issue': 0.2757142857142857, 'Morally acceptable': 0.47285714285714286}",0.2742857142857143,0.0,0.0,5
Czech Republic,"Pick one. Do people in Czech Republic believe that using contraceptives is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",using contraceptives,"{'Morally unacceptable': 0.022857142857142857, 'Not a moral issue': 0.21428571428571427, 'Morally acceptable': 0.7414285714285714}",0.7185714285714285,0.0,0.0,5
Czech Republic,"Pick one. Do people in Czech Republic believe that getting a divorce is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",getting a divorce,"{'Morally unacceptable': 0.11, 'Not a moral issue': 0.21428571428571427, 'Morally acceptable': 0.6042857142857143}",0.4942857142857143,0.0,0.0,5
Czech Republic,"Pick one. Do people in Czech Republic believe that having an abortion is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",having an abortion,"{'Morally unacceptable': 0.18, 'Not a moral issue': 0.18428571428571427, 'Morally acceptable': 0.48857142857142855}",0.3085714285714285,0.4,0.24,5
Czech Republic,"Pick one. Do people in Czech Republic believe that homosexuality is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",homosexuality,"{'Morally unacceptable': 0.13714285714285715, 'Not a moral issue': 0.2671428571428571, 'Morally acceptable': 0.56}",0.4228571428571429,0.2,0.16,5
Czech Republic,"Pick one. Do people in Czech Republic believe that drinking alcohol is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",drinking alcohol,"{'Morally unacceptable': 0.21571428571428572, 'Not a moral issue': 0.24285714285714285, 'Morally acceptable': 0.45571428571428574}",0.24,0.0,0.0,5
Czech Republic,"Pick one. Do people in Czech Republic believe that married people having an affair is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",married people having an affair,"{'Morally unacceptable': 0.6571428571428571, 'Not a moral issue': 0.10428571428571429, 'Morally acceptable': 0.16714285714285715}",-0.49,-1.0,0.0,5
Czech Republic,"Pick one. Do people in Czech Republic believe that gambling is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",gambling,"{'Morally unacceptable': 0.6528571428571428, 'Not a moral issue': 0.18714285714285714, 'Morally acceptable': 0.11428571428571428}",-0.5385714285714285,0.0,0.0,5
Czech Republic,"Pick one. Do people in Czech Republic believe that sex between unmarried adults is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",sex between unmarried adults,"{'Morally unacceptable': 0.10428571428571429, 'Not a moral issue': 0.18142857142857144, 'Morally acceptable': 0.6714285714285714}",0.5671428571428571,0.0,0.0,5
Turkey,"Pick one. Do people in Turkey believe that using contraceptives is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",using contraceptives,"{'Morally unacceptable': 0.21, 'Not a moral issue': 0.226, 'Morally acceptable': 0.408}",0.1979999999999999,0.0,0.0,5
Turkey,"Pick one. Do people in Turkey believe that getting a divorce is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",getting a divorce,"{'Morally unacceptable': 0.279, 'Not a moral issue': 0.25, 'Morally acceptable': 0.304}",0.0249999999999999,0.0,0.0,5
Turkey,"Pick one. Do people in Turkey believe that having an abortion is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",having an abortion,"{'Morally unacceptable': 0.528, 'Not a moral issue': 0.163, 'Morally acceptable': 0.155}",-0.373,-1.0,0.0,5
Turkey,"Pick one. Do people in Turkey believe that homosexuality is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",homosexuality,"{'Morally unacceptable': 0.749, 'Not a moral issue': 0.096, 'Morally acceptable': 0.068}",-0.681,-1.0,0.0,5
Turkey,"Pick one. Do people in Turkey believe that drinking alcohol is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",drinking alcohol,"{'Morally unacceptable': 0.655, 'Not a moral issue': 0.186, 'Morally acceptable': 0.111}",-0.544,0.0,0.0,5
Turkey,"Pick one. Do people in Turkey believe that married people having an affair is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",married people having an affair,"{'Morally unacceptable': 0.919, 'Not a moral issue': 0.04, 'Morally acceptable': 0.02}",-0.899,-1.0,0.0,5
Turkey,"Pick one. Do people in Turkey believe that gambling is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",gambling,"{'Morally unacceptable': 0.749, 'Not a moral issue': 0.152, 'Morally acceptable': 0.064}",-0.685,0.0,0.0,5
Turkey,"Pick one. Do people in Turkey believe that sex between unmarried adults is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",sex between unmarried adults,"{'Morally unacceptable': 0.867, 'Not a moral issue': 0.051, 'Morally acceptable': 0.057}",-0.8099999999999999,-0.6,0.24,5
Malaysia,"Pick one. Do people in Malaysia believe that using contraceptives is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",using contraceptives,"{'Morally unacceptable': 0.38929440389294406, 'Not a moral issue': 0.23357664233576642, 'Morally acceptable': 0.21532846715328466}",-0.1739659367396594,0.0,0.0,5
Malaysia,"Pick one. Do people in Malaysia believe that getting a divorce is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",getting a divorce,"{'Morally unacceptable': 0.4416058394160584, 'Not a moral issue': 0.22019464720194648, 'Morally acceptable': 0.170316301703163}",-0.2712895377128954,0.0,0.0,5
Malaysia,"Pick one. Do people in Malaysia believe that having an abortion is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",having an abortion,"{'Morally unacceptable': 0.7773722627737226, 'Not a moral issue': 0.07785888077858881, 'Morally acceptable': 0.037712895377128956}",-0.7396593673965937,-0.6,0.24,5
Malaysia,"Pick one. Do people in Malaysia believe that homosexuality is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",homosexuality,"{'Morally unacceptable': 0.8746958637469586, 'Not a moral issue': 0.058394160583941604, 'Morally acceptable': 0.038929440389294405}",-0.8357664233576643,-1.0,0.0,5
Malaysia,"Pick one. Do people in Malaysia believe that drinking alcohol is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",drinking alcohol,"{'Morally unacceptable': 0.6970802919708029, 'Not a moral issue': 0.14841849148418493, 'Morally acceptable': 0.10827250608272507}",-0.5888077858880778,0.0,0.0,5
Malaysia,"Pick one. Do people in Malaysia believe that married people having an affair is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",married people having an affair,"{'Morally unacceptable': 0.8965936739659367, 'Not a moral issue': 0.05474452554744526, 'Morally acceptable': 0.01824817518248175}",-0.8783454987834549,-1.0,0.0,5
