country,topic,wvs_score,moral log prob,non moral log probs,log prob difference
Ecuador,divorce,-0.2515705578996718,-7.277097,-6.414071,-0.8630266
Ecuador,sex before marriage,-0.33447001989201475,-7.1376905,-5.978463,-1.1592273
Ecuador,suicide,-0.6826471141191953,-7.157126,-6.0046177,-1.152508
Ecuador,euthanasia,-0.4759380521775284,-6.563006,-5.6326265,-0.93037957
Ecuador,for a man to beat his wife,-0.806577480490524,-6.781816,-4.925576,-1.8562405
Ecuador,parents beating children,-0.4899116689911669,-6.3833437,-4.604903,-1.7784401
Ecuador,violence against other people,-0.7385402138540214,-7.320796,-5.861285,-1.459511
Ecuador,"terrorism as a political, ideological or religious mean",-0.7601500234411627,-7.1051965,-5.4444437,-1.6607535
Ecuador,having casual sex,-0.5423167848699764,-6.848118,-5.1335235,-1.7145946
Ecuador,political violence,-0.6855275443510738,-7.9455557,-7.623555,-0.32200104
Ecuador,death penalty,-0.4098514758413236,-6.8613863,-5.7351036,-1.1262826
Greece,claiming government benefits to which you are not entitled,-0.8696097606407748,-7.07776,-4.2339134,-2.8438468
Greece,avoiding a fare on public transport,-0.6914508493455862,-6.7421546,-5.834079,-0.9080759
Greece,stealing property,-0.9709902370990239,-6.5358367,-4.845388,-1.6904491
Greece,cheating on taxes,-0.8491198658843251,-6.8074784,-5.0107865,-1.7966921
Greece,someone accepting a bribe in the course of their duties,-0.9161073825503355,-6.9701014,-5.87037,-1.0997317
Greece,homosexuality,-0.1633535004321521,-7.2385645,-6.122911,-1.1156528
Greece,prostitution,-0.33750118404849866,-7.8319597,-6.7223334,-1.109626
Greece,abortion,-0.2055414192818773,-6.785642,-5.843586,-0.9420565
Greece,divorce,0.3035914702581369,-7.0861235,-6.6141143,-0.47200918
Greece,sex before marriage,0.42597328786587096,-7.050975,-5.8436213,-1.2073542
Greece,suicide,-0.8033314404694303,-6.976668,-6.1715364,-0.80513173
Greece,euthanasia,-0.5317672712855585,-6.5583982,-5.4447947,-1.1136041
Greece,for a man to beat his wife,-0.9706674092639003,-6.6936965,-4.97059,-1.7231067
Greece,parents beating children,-0.9508439992580227,-6.1965446,-4.6419625,-1.554582
Greece,violence against other people,-0.9575656058068118,-7.5112014,-6.0376663,-1.4735353
Greece,"terrorism as a political, ideological or religious mean",-0.9682806231924619,-7.2223954,-5.695466,-1.5269287
Greece,having casual sex,-0.0340058728805532,-6.593709,-4.888386,-1.7053223
Greece,political violence,-0.899623352165725,-8.146021,-7.8865404,-0.25948015
Greece,death penalty,-0.6814555360965168,-6.817426,-5.877507,-0.93991935
Indonesia,claiming government benefits to which you are not entitled,-0.49328027367612665,-7.158231,-4.1174726,-3.0407577
Indonesia,avoiding a fare on public transport,-0.6138079827400215,-6.585295,-5.693885,-0.89141035
Indonesia,stealing property,-0.876442775691837,-7.1985054,-5.303785,-1.8947207
Indonesia,cheating on taxes,-0.666353481574277,-7.279063,-5.274995,-2.004069
Indonesia,someone accepting a bribe in the course of their duties,-0.793038570084666,-7.444074,-6.158129,-1.2859457
Indonesia,homosexuality,-0.8643949688164175,-7.5921125,-6.2516565,-1.340456
Indonesia,prostitution,-0.8741599637870399,-8.131403,-6.9062376,-1.2251644
Indonesia,abortion,-0.8719420955562516,-7.1363044,-6.053813,-1.0824918
Indonesia,divorce,-0.6242804814233386,-7.2993865,-6.3236413,-0.9757457
Indonesia,sex before marriage,-0.8572521207064387,-7.302484,-6.046396,-1.256088
Indonesia,suicide,-0.8923317683881065,-7.355806,-6.2180915,-1.1377144
Indonesia,euthanasia,-0.7354099160308004,-6.9075775,-5.757539,-1.1500385
Indonesia,for a man to beat his wife,-0.8514114865804479,-6.868499,-5.0059958,-1.862503
Indonesia,parents beating children,-0.6807511737089202,-6.571112,-4.857211,-1.7139006
Indonesia,violence against other people,-0.8081029386193704,-7.6316423,-6.121565,-1.5100777
Indonesia,"terrorism as a political, ideological or religious mean",-0.8387785831845082,-7.217157,-5.591151,-1.6260059
Indonesia,having casual sex,-0.884430512016719,-6.946103,-5.2666903,-1.6794122
Indonesia,political violence,-0.8260991712319146,-8.225416,-7.781171,-0.44424564
Indonesia,death penalty,-0.47064194409327154,-7.264374,-5.9999914,-1.2643826
Jordan,claiming government benefits to which you are not entitled,-0.5566854990583804,-7.17135,-4.1890473,-2.9823031
Jordan,avoiding a fare on public transport,,-6.309639,-5.4447403,-0.8648987
Jordan,stealing property,-0.9164814814814816,-6.6724195,-4.666688,-2.005732
Jordan,cheating on taxes,-0.7543075346931173,-6.6227036,-4.5962615,-2.0264416
Jordan,someone accepting a bribe in the course of their duties,-0.9015025041736227,-6.7257056,-5.513064,-1.2126416
Jordan,homosexuality,-0.9397489539748954,-6.970624,-5.7968683,-1.1737559
Jordan,prostitution,,-7.679199,-6.5029984,-1.1762006
Jordan,abortion,-0.7969156447417317,-6.5549073,-5.624072,-0.93083525
Jordan,divorce,-0.375847024969832,-6.9897766,-6.3608675,-0.62890875
Jordan,sex before marriage,-0.9436069235064211,-6.7194977,-5.2905445,-1.4289532
Jordan,suicide,-0.9477777777777779,-6.962409,-6.0088944,-0.95351505
Jordan,euthanasia,-0.8888888888888887,-6.2978735,-5.2521462,-1.0457277
Jordan,for a man to beat his wife,-0.8682579332038117,-6.5734153,-4.830963,-1.7424523
Jordan,parents beating children,-0.6559079948061585,-6.246614,-4.639968,-1.606646
Jordan,violence against other people,-0.9089647515958922,-7.2246957,-5.461314,-1.7633808
Jordan,"terrorism as a political, ideological or religious mean",-0.9384986993682645,-7.177516,-5.689771,-1.4877449
Jordan,having casual sex,,-6.7092514,-5.161972,-1.5472791
Jordan,political violence,-0.9324965132496514,-7.9605865,-7.5588064,-0.40177998
Jordan,death penalty,-0.036477283328668716,-6.485627,-5.5225325,-0.96309423
Libya,claiming government benefits to which you are not entitled,-0.6391792489353465,-7.235366,-4.2675233,-2.9678433
Libya,avoiding a fare on public transport,-0.865308102862688,-6.8442545,-5.6641245,-1.1801304
Libya,stealing property,-0.9648021308980211,-6.708586,-4.741034,-1.9675524
Libya,cheating on taxes,-0.8903269101716039,-6.7657485,-4.612016,-2.1537316
Libya,someone accepting a bribe in the course of their duties,-0.9456918057954329,-7.1886597,-5.9365134,-1.2521464
Libya,homosexuality,-0.9739614390777179,-7.3123155,-5.9060707,-1.406244
Libya,prostitution,-0.9703436529405873,-7.974768,-6.5578966,-1.4168717
Libya,abortion,-0.8707321886717979,-6.963782,-5.593985,-1.3697962
Libya,divorce,-0.4038707142155418,-7.187397,-6.127651,-1.059746
Libya,sex before marriage,-0.9741784037558686,-7.222528,-5.432643,-1.7898849
Libya,suicide,-0.9664422983123598,-6.8697877,-6.0502944,-0.81949365
Libya,euthanasia,-0.9534654441486741,-6.6712923,-5.1783,-1.4929922
Libya,for a man to beat his wife,-0.8444638864586371,-6.6795645,-4.7538333,-1.9257313
Libya,parents beating children,-0.5446680276076601,-6.3600855,-4.6041055,-1.7559799
Libya,violence against other people,-0.9318933644677955,-7.572042,-5.9496574,-1.6223841
Libya,"terrorism as a political, ideological or religious mean",-0.9722713864306783,-7.275261,-5.5989747,-1.676286
Libya,having casual sex,-0.9856440511307768,-6.810141,-4.773802,-2.0363395
Libya,political violence,-0.9570146899339447,-8.340552,-7.904912,-0.4356409
Libya,death penalty,-0.21288014311270126,-6.973779,-5.7374125,-1.2363669
Maldives,claiming government benefits to which you are not entitled,-0.8097074895531984,-7.1596236,-4.109704,-3.0499196
Maldives,avoiding a fare on public transport,-0.6836701957009946,-6.777275,-5.605358,-1.1719166
Maldives,stealing property,-0.9344508918977004,-6.914565,-5.0038576,-1.9107081
Maldives,cheating on taxes,-0.9124839124839125,-7.128728,-5.090951,-2.0377774
Maldives,someone accepting a bribe in the course of their duties,-0.9358357394931024,-7.2810073,-5.8512015,-1.429806
Maldives,homosexuality,-0.9419824448726183,-7.2993927,-5.8535476,-1.4458445
Maldives,prostitution,-0.9496410586092361,-7.9329796,-6.516162,-1.4168173
Maldives,abortion,-0.6599164255866281,-6.8554163,-5.7264533,-1.1289624
Maldives,divorce,0.049764049764049766,-7.1871614,-6.07777,-1.109391
Maldives,sex before marriage,-0.8560703560703561,-7.198283,-5.577655,-1.620629
Maldives,suicide,-0.9084589883434927,-7.0737624,-5.9314656,-1.1422975
Maldives,euthanasia,-0.7767021619877379,-6.7030907,-5.3351936,-1.3678968
Maldives,for a man to beat his wife,-0.963784420872174,-6.828807,-4.9020667,-1.9267406
Maldives,parents beating children,-0.916720188396489,-6.45542,-4.825367,-1.6300528
Maldives,violence against other people,-0.9466409514625522,-7.573617,-5.9735594,-1.6000569
Maldives,"terrorism as a political, ideological or religious mean",-0.951998285653059,-7.2311735,-5.326791,-1.904383
Maldives,having casual sex,-0.9272104474416615,-6.9133987,-4.9349294,-1.9784698
Maldives,political violence,-0.9521202361782072,-8.312299,-7.8414583,-0.4708392
Maldives,death penalty,0.37447765991642556,-7.004977,-5.8757467,-1.1292299
New Zealand,claiming government benefits to which you are not entitled,-0.7808338790657062,-6.987176,-4.0950265,-2.892149
New Zealand,avoiding a fare on public transport,-0.744888023369036,-6.2024794,-5.8292246,-0.3732549
New Zealand,stealing property,-0.9143473570658037,-6.7406297,-5.0539756,-1.6866543
New Zealand,cheating on taxes,-0.8238218763510593,-6.801122,-4.808815,-1.992308
New Zealand,someone accepting a bribe in the course of their duties,-0.9236178729849617,-6.9399605,-5.3236156,-1.6163452
New Zealand,homosexuality,0.40620490620490624,-7.086043,-6.0912566,-0.9947859
New Zealand,prostitution,-0.034142907426962334,-7.739665,-6.700301,-1.0393639
New Zealand,abortion,0.29105911608454843,-6.435424,-6.028248,-0.40717632
New Zealand,divorce,0.5089605734767025,-7.06376,-6.496314,-0.56744516
New Zealand,sex before marriage,0.5333106344342299,-6.5799866,-5.9747944,-0.60519254
New Zealand,suicide,-0.4877344877344877,-7.038222,-6.0396066,-0.9986148
New Zealand,euthanasia,0.3568573712458604,-6.4210806,-5.583459,-0.83762217
New Zealand,for a man to beat his wife,-0.9697068051498432,-6.6090612,-4.9444857,-1.6645758
New Zealand,parents beating children,-0.8950677506775067,-6.177588,-4.4513726,-1.726215
New Zealand,violence against other people,-0.8555446942543717,-7.1473646,-5.570889,-1.5764757
New Zealand,"terrorism as a political, ideological or religious mean",-0.9576511678672779,-7.0016317,-5.464996,-1.5366364
New Zealand,having casual sex,0.04981634527089072,-6.463028,-5.083093,-1.3799349
New Zealand,political violence,-0.8237855946398661,-7.580838,-7.1753664,-0.40547174
New Zealand,death penalty,-0.2732671006052301,-6.855796,-5.747673,-1.1081234
Nigeria,claiming government benefits to which you are not entitled,-0.7770574464253557,-7.224537,-4.0541625,-3.1703744
Nigeria,avoiding a fare on public transport,-0.7741731999639542,-6.726312,-5.824299,-0.9020134
Nigeria,stealing property,-0.8490328385065228,-7.0218263,-5.218168,-1.8036579
Nigeria,cheating on taxes,-0.8245993156852152,-7.1462336,-5.1556654,-1.9905678
Nigeria,someone accepting a bribe in the course of their duties,-0.8412955465587044,-7.4579954,-6.165363,-1.2926328
Nigeria,homosexuality,-0.8888888888888887,-7.530726,-6.0281334,-1.5025923
Nigeria,prostitution,-0.8588807785888077,-7.996581,-6.703196,-1.2933853
Nigeria,abortion,-0.8425097188319319,-7.0614805,-5.70003,-1.3614508
Nigeria,divorce,-0.6720867208672087,-7.3302255,-6.104065,-1.2261604
Nigeria,sex before marriage,-0.6242391205596439,-7.400094,-5.6530876,-1.7470064
Nigeria,suicide,-0.8772024451636101,-7.3206453,-6.367162,-0.95348245
Nigeria,euthanasia,-0.8561097022635484,-6.817363,-5.452057,-1.3653061
Nigeria,for a man to beat his wife,-0.7900134952766532,-6.873384,-4.986499,-1.8868859
Nigeria,parents beating children,0.12207838906868033,-6.5687685,-4.840516,-1.7282522
Nigeria,violence against other people,-0.8101140752717148,-7.70038,-6.193659,-1.5067215
Nigeria,"terrorism as a political, ideological or religious mean",-0.8531103919453433,-7.3079004,-5.653882,-1.6540178
Nigeria,having casual sex,-0.6533550665580006,-6.848455,-4.9892807,-1.8591744
Nigeria,political violence,-0.8434016540812657,-8.318416,-7.902757,-0.41565925
Nigeria,death penalty,-0.6397085610200365,-7.101541,-5.765296,-1.3362443
Philippines,claiming government benefits to which you are not entitled,-0.047962962962962964,-7.226569,-3.9758098,-3.2507591
Philippines,avoiding a fare on public transport,-0.15299786859419887,-6.503563,-5.1809063,-1.3226569
Philippines,stealing property,-0.4131625359695535,-6.943319,-4.948092,-1.9952266
Philippines,cheating on taxes,-0.3157113708031905,-7.218601,-5.0213118,-2.1972897
Philippines,someone accepting a bribe in the course of their duties,-0.28518518518518515,-7.113749,-5.465204,-1.6485447
Philippines,homosexuality,-0.20666666666666667,-7.390401,-5.921116,-1.4692852
Philippines,prostitution,-0.3835603743860625,-8.049554,-6.614853,-1.4347008
Philippines,abortion,-0.5514814814814816,-6.9156427,-5.7412252,-1.1744168
Philippines,divorce,-0.28777777777777774,-7.237445,-6.1666965,-1.0707487
Philippines,sex before marriage,-0.26340196624002965,-7.320474,-5.866446,-1.4540272
Philippines,suicide,-0.5277546103234176,-7.0963593,-5.981975,-1.1143835
Philippines,euthanasia,-0.4166666666666667,-6.7237,-5.4169106,-1.306789
Philippines,for a man to beat his wife,-0.45825224724307295,-6.8053637,-4.8504677,-1.9548956
Philippines,parents beating children,-0.34129629629629626,-6.364209,-4.5158143,-1.8483948
Philippines,violence against other people,-0.39351851851851855,-7.4592566,-5.8521566,-1.6070995
Philippines,"terrorism as a political, ideological or religious mean",-0.2940413307385784,-7.3213058,-5.490487,-1.8308191
Philippines,having casual sex,-0.3620849564088295,-6.8730774,-4.8896604,-1.9834175
Philippines,political violence,-0.3346296296296296,-8.181142,-7.760981,-0.4201601
Philippines,death penalty,-0.30553238810119543,-7.025139,-5.6808176,-1.3443213
Thailand,claiming government benefits to which you are not entitled,-0.729697242881827,-7.29711,-4.194612,-3.1024985
Thailand,avoiding a fare on public transport,-0.7297094938604373,-6.7158494,-5.851906,-0.8639433
Thailand,stealing property,-0.8148646627785255,-7.3050146,-5.5225267,-1.7824882
Thailand,cheating on taxes,-0.8337071930611635,-7.3554177,-5.490966,-1.8644514
Thailand,someone accepting a bribe in the course of their duties,-0.829519964109466,-7.7513046,-6.4219832,-1.3293213
Thailand,homosexuality,-0.2870931537598205,-7.719962,-6.4194746,-1.3004881
Thailand,prostitution,-0.6677920324105334,-8.227918,-7.1473284,-1.0805892
Thailand,abortion,-0.6900269541778976,-7.171073,-6.2138505,-0.9572226
Thailand,divorce,-0.20344182566404787,-7.5182137,-6.591539,-0.92667425
Thailand,sex before marriage,-0.22702702702702704,-7.5444694,-6.1524773,-1.391992
Thailand,suicide,-0.6691358024691357,-7.5666757,-6.413373,-1.1533026
Thailand,euthanasia,-0.609423062495311,-7.008081,-5.989956,-1.0181253
Thailand,for a man to beat his wife,-0.7782258064516129,-7.014163,-5.1515474,-1.8626156
Thailand,parents beating children,-0.7067921990585071,-6.6596766,-4.96934,-1.6903362
Thailand,violence against other people,-0.800941492938803,-7.649797,-6.1141453,-1.5356516
Thailand,"terrorism as a political, ideological or religious mean",-0.8100792582623,-7.3208466,-5.620141,-1.7007053
Thailand,having casual sex,-0.6744534291704103,-7.0934577,-5.523628,-1.569829
Thailand,political violence,-0.7135171486213854,-8.299902,-7.886004,-0.41389742
Thailand,death penalty,-0.22222222222222218,-7.418181,-6.172572,-1.2456081
Tunisia,claiming government benefits to which you are not entitled,-0.6081920118617365,-7.189219,-4.289355,-2.8998647
Tunisia,avoiding a fare on public transport,-0.7509928881499953,-6.6420465,-5.766803,-0.8752433
Tunisia,stealing property,-0.8821464856377574,-6.9105597,-5.164251,-1.7463096
Tunisia,cheating on taxes,-0.7953410981697171,-6.939685,-5.082473,-1.8572127
Tunisia,someone accepting a bribe in the course of their duties,-0.8359656414519258,-7.309367,-6.111861,-1.1975063
Tunisia,homosexuality,-0.9084422203688258,-7.4170213,-6.2927537,-1.1242675
Tunisia,prostitution,-0.8507435115913919,-7.9777727,-6.851481,-1.1262916
Tunisia,abortion,-0.6293829216393746,-6.9302635,-5.9914293,-0.938834
Tunisia,divorce,-0.302141011443337,-7.058412,-6.2292953,-0.8291168
Tunisia,sex before marriage,-0.880655009714127,-7.32444,-5.99345,-1.3309901
Tunisia,suicide,-0.9032853451458104,-7.0500536,-6.392354,-0.65769875
Tunisia,euthanasia,-0.8114534184475899,-6.7140794,-5.581408,-1.1326721
Tunisia,for a man to beat his wife,-0.7919896640826872,-6.8596163,-5.2521105,-1.6075062
Tunisia,parents beating children,-0.5544481358434846,-6.4776635,-4.9781613,-1.4995025
Tunisia,violence against other people,-0.8917473490087598,-7.589545,-6.3170347,-1.2725103
Tunisia,"terrorism as a political, ideological or religious mean",-0.9225365132187096,-7.163245,-5.6988597,-1.4643854
Tunisia,having casual sex,-0.9177980973492196,-6.871043,-5.1512556,-1.719788
Tunisia,political violence,-0.9222869830696643,-8.250314,-8.059214,-0.19109896
Tunisia,death penalty,-0.47661305232020706,-7.0180726,-6.1008315,-0.9172409
China,claiming government benefits to which you are not entitled,-0.48963844797178124,-7.1941757,-4.3187943,-2.875382
China,avoiding a fare on public transport,-0.8634679578885587,-6.799426,-5.9543257,-0.8451005
China,stealing property,-0.9360258244378415,-6.9481125,-5.1243453,-1.8237677
China,cheating on taxes,-0.8891461756165692,-7.085826,-5.221255,-1.8645718
China,someone accepting a bribe in the course of their duties,-0.8665930831493746,-7.5193167,-6.3389406,-1.1803766
China,homosexuality,-0.707107438016529,-7.557691,-6.262487,-1.2952044
China,prostitution,-0.8941763971506206,-8.0311985,-6.9508696,-1.0803282
China,abortion,-0.6806153619668028,-7.111664,-5.9838867,-1.1277771
China,divorce,-0.38881530537159675,-7.353801,-6.522403,-0.83139837
China,sex before marriage,-0.39848903629998156,-7.3168273,-6.1393857,-1.1774422
China,suicide,-0.7906463710566952,-7.362204,-6.2125373,-1.149667
China,euthanasia,-0.33281790737059125,-6.885419,-5.731385,-1.1540328
China,for a man to beat his wife,-0.8769434336751571,-6.8719406,-5.090127,-1.7818134
China,parents beating children,-0.480083857442348,-6.4450493,-4.7469573,-1.6980917
China,violence against other people,-0.8590337524818001,-7.4188905,-5.8451266,-1.5737635
China,"terrorism as a political, ideological or religious mean",-0.9278145695364238,-7.2948465,-5.7891107,-1.5057356
China,having casual sex,-0.8863887050518422,-6.942369,-5.5342913,-1.4080775
China,political violence,-0.887893864013267,-8.055464,-7.5091543,-0.54630893
China,death penalty,0.004006321902451574,-7.199025,-5.888852,-1.3101727
Singapore,claiming government benefits to which you are not entitled,-0.6573333333333332,-6.9973574,-3.940372,-3.0569847
Singapore,avoiding a fare on public transport,-0.8177977877827803,-6.2402067,-5.768876,-0.47133082
Singapore,stealing property,-0.9221833138791619,-6.9441323,-5.2402945,-1.7038378
Singapore,cheating on taxes,-0.8816594372149928,-6.996543,-5.091151,-1.9053913
Singapore,someone accepting a bribe in the course of their duties,-0.9091313535757981,-7.2573776,-5.8502874,-1.40709
Singapore,homosexuality,-0.4560697518443998,-7.287374,-6.289417,-0.9979574
Singapore,prostitution,-0.6052235057759919,-7.902167,-7.0014586,-0.9007077
Singapore,abortion,-0.49206349206349204,-6.678972,-6.211894,-0.46707797
Singapore,divorce,-0.2877721943048576,-7.1782136,-6.559265,-0.6189486
Singapore,sex before marriage,-0.3253928311804507,-6.9947615,-6.2654986,-0.72926235
Singapore,suicide,-0.6750934761984486,-7.243046,-6.0819006,-1.1611446
Singapore,euthanasia,-0.2913492466565092,-6.5687685,-5.8247166,-0.7440515
Singapore,for a man to beat his wife,-0.9286269286269286,-6.7587347,-4.976627,-1.782108
Singapore,parents beating children,-0.4753333333333334,-6.3524227,-4.624929,-1.7274936
Singapore,violence against other people,-0.8701947079380928,-7.275216,-5.7700186,-1.5051973
Singapore,"terrorism as a political, ideological or religious mean",-0.932367149758454,-7.2200346,-5.45512,-1.7649152
Singapore,having casual sex,-0.5850659512631343,-6.7481833,-5.3327236,-1.41546
Singapore,political violence,-0.8777166360958257,-7.7973948,-7.4291315,-0.36826262
Singapore,death penalty,-0.16018332215515316,-7.1504197,-5.9782963,-1.1721232
Vietnam,claiming government benefits to which you are not entitled,-0.21685185185185182,-7.0271235,-4.105055,-2.9220684
Vietnam,avoiding a fare on public transport,-0.46129629629629626,-6.7502885,-5.750773,-0.9995154
Vietnam,stealing property,-0.6677777777777778,-6.930182,-5.015933,-1.9142497
Vietnam,cheating on taxes,-0.5927777777777777,-7.086814,-4.9970956,-2.089719
Vietnam,someone accepting a bribe in the course of their duties,-0.5783333333333334,-7.5535827,-6.0811744,-1.4724079
Vietnam,homosexuality,0.03166666666666667,-7.5708632,-6.1942,-1.3766636
Vietnam,prostitution,-0.3451851851851852,-8.05715,-6.730436,-1.3267143
Vietnam,abortion,-0.2961111111111111,-7.001985,-5.923715,-1.07827
Vietnam,divorce,-0.05925925925925925,-7.389746,-6.22071,-1.1690356
Vietnam,sex before marriage,0.005925925925925928,-7.285856,-5.8033113,-1.4825447
Vietnam,suicide,-0.2290740740740741,-7.3406897,-6.019274,-1.3214159
Vietnam,euthanasia,-0.13703703703703704,-6.8254,-5.5734205,-1.2519795
Vietnam,for a man to beat his wife,-0.5996296296296296,-6.8387375,-5.0777664,-1.7609707
Vietnam,parents beating children,-0.21296296296296297,-6.5354753,-4.6554174,-1.8800571
Vietnam,violence against other people,-0.545,-7.438243,-5.834237,-1.6040065
Vietnam,"terrorism as a political, ideological or religious mean",-0.5344444444444444,-7.164399,-5.537978,-1.6264206
Vietnam,having casual sex,-0.13314814814814815,-7.0521135,-5.191629,-1.8604847
Vietnam,political violence,-0.48074074074074075,-7.9548454,-7.4259863,-0.52885854
Vietnam,death penalty,-0.295,-7.214924,-5.8942504,-1.3206737
Australia,claiming government benefits to which you are not entitled,-0.8268992823558525,-6.9811487,-3.9624813,-3.0186672
Australia,avoiding a fare on public transport,-0.7320663312837712,-6.285562,-5.4480286,-0.8375335
Australia,stealing property,-0.9108138238573021,-6.777198,-4.767705,-2.0094936
Australia,cheating on taxes,-0.8114026924747193,-6.817033,-4.6343317,-2.182701
Australia,someone accepting a bribe in the course of their duties,-0.9033277560884924,-7.0035143,-5.4820814,-1.5214329
Australia,homosexuality,0.419493399027225,-7.120176,-5.6976633,-1.4225132
Australia,prostitution,-0.072584198929808,-7.884609,-6.410617,-1.4739926
Australia,abortion,0.23607194334774706,-6.6269274,-5.6834397,-0.94348747
Australia,divorce,0.49739337981282583,-6.9781494,-5.8888664,-1.0892835
Australia,sex before marriage,0.5299242424242425,-6.837088,-5.868129,-0.9689598
Australia,suicide,-0.3247911563344011,-7.266336,-5.9198284,-1.3465074
Australia,euthanasia,0.264172335600907,-6.576326,-5.415006,-1.1613201
Australia,for a man to beat his wife,-0.9463687150837988,-6.5974107,-4.638711,-1.9586995
Australia,parents beating children,-0.8648799553322166,-6.2746024,-4.328099,-1.9465039
Australia,violence against other people,-0.8676360924683072,-7.10592,-5.270576,-1.8353436
Australia,"terrorism as a political, ideological or religious mean",-0.9284516489659027,-7.073185,-5.3068786,-1.7663059
Australia,having casual sex,0.12861189801699716,-6.570302,-4.865999,-1.7043025
Australia,political violence,-0.8419642300741571,-7.5496626,-6.7500367,-0.79962647
Australia,death penalty,-0.2326291518663925,-6.9398117,-5.547616,-1.3921955
Canada,claiming government benefits to which you are not entitled,-0.703113765831536,-7.1236544,-4.1573534,-2.9663002
Canada,avoiding a fare on public transport,-0.48188706376859686,-6.4615707,-5.7700133,-0.6915573
Canada,stealing property,-0.7348597975775677,-6.9697075,-4.849402,-2.1203058
Canada,cheating on taxes,-0.6479177036668325,-7.0209284,-4.8445764,-2.1763527
Canada,someone accepting a bribe in the course of their duties,-0.7240196891764836,-7.3506575,-5.9718866,-1.3787708
Canada,homosexuality,0.4998064266356949,-7.309203,-5.9002833,-1.4089199
Canada,prostitution,-0.11625463193407445,-8.111099,-6.566169,-1.5449309
Canada,abortion,0.2755378574193905,-6.861764,-5.973997,-0.88776684
Canada,divorce,0.3920690227310436,-7.311148,-6.2775908,-1.0335572
Canada,sex before marriage,0.5191084563906864,-6.99706,-6.315623,-0.68143725
Canada,suicide,-0.29550356728057076,-7.5532928,-6.2228928,-1.3303995
Canada,euthanasia,0.1626569326917759,-6.8194337,-5.614512,-1.2049224
Canada,for a man to beat his wife,-0.8598528842431281,-6.728789,-4.733256,-1.9955326
Canada,parents beating children,-0.754604280736685,-6.4636216,-4.5238266,-1.9397945
Canada,violence against other people,-0.6838670427520601,-7.2825303,-5.4310303,-1.8515003
Canada,"terrorism as a political, ideological or religious mean",-0.812123223273049,-7.267386,-5.5784154,-1.6889712
Canada,having casual sex,0.28643327249599027,-6.6906443,-5.0746984,-1.6159458
Canada,political violence,-0.6578729052596649,-7.7570343,-6.898623,-0.85841084
Canada,death penalty,-0.14683922349427575,-7.2006035,-5.8160224,-1.3845813
Ethiopia,claiming government benefits to which you are not entitled,-0.8603174603174604,-7.180168,-4.0175185,-3.1626496
Ethiopia,avoiding a fare on public transport,-0.7734204793028323,-6.6144667,-5.572202,-1.0422639
Ethiopia,stealing property,-0.8950416214259862,-6.9805093,-4.954816,-2.0256937
Ethiopia,cheating on taxes,-0.8785550983081848,-7.050556,-4.892131,-2.158425
Ethiopia,someone accepting a bribe in the course of their duties,-0.8914306463326073,-7.309877,-5.8518,-1.4580777
